"Games_Played","Games_Started","Goals","Assists","SHOTS","SHOTS_ON_TARGET","Game_Winning_Goals","HmG","RdG","G_90min","Games_Winning_Assists","OFF","Shots_on_Goals_Percent","Target"
0.878787878787879,0.882352941176471,0.0588235294117647,0.307692307692308,0.333333333333333,0.25,0.0909090909090909,0,0.125,0.00155555555555556,0.25,0.0487804878048781,0.3115,1
0.848484848484849,0.852941176470588,0.0588235294117647,0.0769230769230769,0.0388888888888889,0.0263157894736842,0.0909090909090909,0.0909090909090909,0,0.00155555555555556,0,0.0365853658536585,0.25,1
0.0606060606060606,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0
0.0909090909090909,0,0.0294117647058824,0,0.0111111111111111,0.0394736842105263,0,0.0454545454545455,0,0.0255555555555556,0,0,1,0
0.181818181818182,0.205882352941176,0,0.0769230769230769,0.0222222222222222,0.0394736842105263,0,0,0,0,0.125,0,0.6,0
0.636363636363636,0.558823529411765,0.117647058823529,0.0769230769230769,0.2,0.131578947368421,0.0909090909090909,0.136363636363636,0.0625,0.00488888888888889,0,0.0121951219512195,0.2703,1
0.121212121212121,0.0588235294117647,0,0,0.00555555555555556,0,0,0,0,0,0,0,0,0
0.0606060606060606,0.0882352941176471,0,0.0384615384615385,0.0111111111111111,0.0131578947368421,0,0,0,0,0,0,0.3333,0
0.0303030303030303,0.0588235294117647,0,0.0384615384615385,0.0222222222222222,0.0263157894736842,0,0,0,0,0,0.0121951219512195,0.4,0
0.121212121212121,0.147058823529412,0,0.0384615384615385,0.0444444444444444,0.0394736842105263,0,0,0,0,0,0,0.3333,0
0.0606060606060606,0.0294117647058824,0,0,0.00555555555555556,0.0131578947368421,0,0,0,0,0,0,0.5,0
0.0303030303030303,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0
0.515151515151515,0.117647058823529,0,0.0769230769230769,0.0166666666666667,0.0131578947368421,0,0,0,0,0,0.0121951219512195,0.25,0
0.0909090909090909,0.117647058823529,0.0294117647058824,0,0.0277777777777778,0.0394736842105263,0.0909090909090909,0.0454545454545455,0,0.00466666666666667,0,0,0.5,0
0.818181818181818,0.794117647058823,0.0588235294117647,0.0384615384615385,0.05,0.0394736842105263,0,0.0909090909090909,0,0.00155555555555556,0,0.0609756097560976,0.3,1
0.848484848484849,0.852941176470588,0.117647058823529,0.153846153846154,0.227777777777778,0.236842105263158,0.0909090909090909,0.0454545454545455,0.1875,0.00333333333333333,0.375,0.0609756097560976,0.4286,1
0.0303030303030303,0.0294117647058824,0,0,0,0.0131578947368421,0,0,0,0,0,0.0121951219512195,1,0
0.272727272727273,0.264705882352941,0,0.0384615384615385,0.00555555555555556,0,0,0,0,0,0,0,0,0
0.121212121212121,0.147058823529412,0.0588235294117647,0.0384615384615385,0.0833333333333333,0.118421052631579,0.0909090909090909,0.0454545454545455,0.0625,0.00844444444444445,0,0.024390243902439,0.5625,0
0.515151515151515,0.235294117647059,0.0588235294117647,0.0384615384615385,0.0444444444444444,0.0526315789473684,0.0909090909090909,0,0.125,0.00555555555555556,0,0.0487804878048781,0.4444,0
0.545454545454545,0.529411764705882,0,0.0384615384615385,0.00555555555555556,0,0,0,0,0,0,0,0,1
0.484848484848485,0.5,0.0588235294117647,0,0.0333333333333333,0.0526315789473684,0,0.0909090909090909,0,0.00288888888888889,0,0,0.5714,1
0.242424242424242,0.0294117647058824,0,0,0.0222222222222222,0.0131578947368421,0,0,0,0,0,0.024390243902439,0.2,0
0.727272727272727,0.676470588235294,0.0588235294117647,0.115384615384615,0.116666666666667,0.0789473684210526,0,0.0909090909090909,0,0.002,0,0.024390243902439,0.2727,1
0.636363636363636,0.647058823529412,0.117647058823529,0.384615384615385,0.2,0.144736842105263,0.0909090909090909,0.136363636363636,0.0625,0.004,0.125,0,0.2973,1
0.818181818181818,0.647058823529412,0,0,0.0611111111111111,0.0263157894736842,0,0,0,0,0,0,0.1667,1
0.0606060606060606,0.0882352941176471,0,0,0,0,0,0,0,0,0,0,0,0
0.121212121212121,0.117647058823529,0,0.0384615384615385,0,0.0131578947368421,0,0,0,0,0,0,1,0
0.121212121212121,0.147058823529412,0.0294117647058824,0.115384615384615,0.0111111111111111,0.0263157894736842,0,0.0454545454545455,0,0.00444444444444444,0.125,0.0121951219512195,0.6667,0
0.484848484848485,0.470588235294118,0,0,0.0277777777777778,0.0131578947368421,0,0,0,0,0,0,0.1667,1
0.0606060606060606,0.0882352941176471,0,0,0.00555555555555556,0.0131578947368421,0,0,0,0,0,0,0.5,0
0.606060606060606,0.441176470588235,0,0.0384615384615385,0.0722222222222222,0.0263157894736842,0,0,0,0,0,0.024390243902439,0.1429,1
0.0303030303030303,0.0588235294117647,0.0294117647058824,0,0.0222222222222222,0.0131578947368421,0,0.0454545454545455,0,0.0111111111111111,0,0.0121951219512195,0.2,0
0.424242424242424,0.176470588235294,0,0,0.0166666666666667,0.0263157894736842,0,0,0,0,0,0,0.5,0
0.848484848484849,0.823529411764706,0.0588235294117647,0.0384615384615385,0.0944444444444444,0.118421052631579,0,0,0.125,0.00155555555555556,0.125,0.0365853658536585,0.5,1
0.0303030303030303,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0
0.787878787878788,0.5,0.176470588235294,0.0769230769230769,0.3,0.276315789473684,0.0909090909090909,0.0454545454545455,0.3125,0.00733333333333333,0,0.304878048780488,0.3818,1
0.848484848484849,0.852941176470588,0,0.230769230769231,0.05,0.0263157894736842,0,0,0,0,0.375,0.024390243902439,0.2,1
0.909090909090909,0.911764705882353,0.0588235294117647,0.192307692307692,0.0444444444444444,0.0394736842105263,0.0909090909090909,0,0.125,0.00155555555555556,0.125,0.0121951219512195,0.3333,1
0.0303030303030303,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0
0.0606060606060606,0.0882352941176471,0.0294117647058824,0,0.0277777777777778,0.0526315789473684,0,0.0454545454545455,0,0.00733333333333333,0,0.0121951219512195,0.6667,0
0.0606060606060606,0.0294117647058824,0,0,0.00555555555555556,0.0131578947368421,0,0,0,0,0,0,0.5,0
0.181818181818182,0.205882352941176,0.117647058823529,0.192307692307692,0.144444444444444,0.171052631578947,0.0909090909090909,0.181818181818182,0,0.0133333333333333,0.125,0.024390243902439,0.4815,0
0.181818181818182,0.176470588235294,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0
0.848484848484849,0.852941176470588,0.235294117647059,0.230769230769231,0.277777777777778,0.381578947368421,0.181818181818182,0.181818181818182,0.25,0.00666666666666667,0.375,0.0853658536585366,0.5686,1
0.0303030303030303,0.0588235294117647,0,0,0,0.0131578947368421,0,0,0,0,0,0,1,0
0.0303030303030303,0.0588235294117647,0.0294117647058824,0,0.0277777777777778,0.0394736842105263,0,0,0.0625,0.0117777777777778,0,0.0121951219512195,0.5,0
0.181818181818182,0.205882352941176,0,0,0.00555555555555556,0.0263157894736842,0,0,0,0,0,0,1,0
0.878787878787879,0.882352941176471,0.0882352941176471,0.230769230769231,0.194444444444444,0.276315789473684,0.0909090909090909,0.136363636363636,0,0.00222222222222222,0.25,0.231707317073171,0.5833,1
0.696969696969697,0.588235294117647,0,0.0384615384615385,0.144444444444444,0.0657894736842105,0,0,0,0,0,0.0121951219512195,0.1852,1
0.151515151515152,0.0294117647058824,0,0,0.00555555555555556,0.0131578947368421,0,0,0,0,0,0.0365853658536585,0.5,0
0.636363636363636,0.647058823529412,0,0.0769230769230769,0.00555555555555556,0,0,0,0,0,0.25,0,0,1
0.848484848484849,0.558823529411765,0,0.115384615384615,0.0388888888888889,0.0131578947368421,0,0,0,0,0.125,0,0.125,1
0.818181818181818,0.617647058823529,0.0882352941176471,0.0769230769230769,0.161111111111111,0.118421052631579,0,0.136363636363636,0,0.00311111111111111,0.125,0.024390243902439,0.3,1
0.303030303030303,0.294117647058824,0.0294117647058824,0,0.0222222222222222,0.0394736842105263,0,0,0.0625,0.00222222222222222,0,0.0121951219512195,0.6,0
0.666666666666667,0.676470588235294,0,0,0.0222222222222222,0.0131578947368421,0,0,0,0,0,0.024390243902439,0.2,1
0.121212121212121,0.147058823529412,0,0,0,0,0,0,0,0,0,0,0,0
0.696969696969697,0.676470588235294,0.0882352941176471,0.230769230769231,0.133333333333333,0.0657894736842105,0.181818181818182,0.0909090909090909,0.0625,0.00311111111111111,0.25,0.0121951219512195,0.2,1
0.242424242424242,0.235294117647059,0.0294117647058824,0.0769230769230769,0.0555555555555556,0.0921052631578947,0.0909090909090909,0,0.0625,0.00266666666666667,0,0.0609756097560976,0.6364,0
0.636363636363636,0.647058823529412,0,0,0.0222222222222222,0.0131578947368421,0,0,0,0,0,0.0121951219512195,0.2,1
0.606060606060606,0.117647058823529,0,0,0.0333333333333333,0.0263157894736842,0,0,0,0,0,0,0.2857,0
0.484848484848485,0.205882352941176,0.0588235294117647,0.0769230769230769,0.144444444444444,0.197368421052632,0,0.0454545454545455,0.0625,0.00577777777777778,0,0.0487804878048781,0.5556,0
0.939393939393939,0.941176470588235,0,0.153846153846154,0.0222222222222222,0.0131578947368421,0,0,0,0,0.25,0.0121951219512195,0.2,1
0.727272727272727,0.617647058823529,0.294117647058824,0.384615384615385,0.194444444444444,0.25,0.0909090909090909,0.318181818181818,0.1875,0.0106666666666667,0.375,0.0853658536585366,0.5278,1
0.878787878787879,0.882352941176471,0.0882352941176471,0.423076923076923,0.405555555555556,0.302631578947368,0.0909090909090909,0.0454545454545455,0.125,0.00222222222222222,0.625,0,0.3108,1
0.151515151515152,0.0882352941176471,0.0294117647058824,0.115384615384615,0.0333333333333333,0.0394736842105263,0.0909090909090909,0.0454545454545455,0,0.006,0,0,0.4286,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.696969696969697,0.647058823529412,0.205882352941176,0.0769230769230769,0.427777777777778,0.447368421052632,0.0909090909090909,0.181818181818182,0.1875,0.00711111111111111,0.125,0.426829268292683,0.4359,1
0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0
0.909090909090909,0.882352941176471,0.323529411764706,0.576923076923077,0.266666666666667,0.302631578947368,0.181818181818182,0.318181818181818,0.25,0.00866666666666667,0.375,0.0487804878048781,0.4694,1
0.454545454545455,0.411764705882353,0.0294117647058824,0.0769230769230769,0.0333333333333333,0.0394736842105263,0,0,0.0625,0.002,0.125,0,0.4286,0
0.242424242424242,0.147058823529412,0,0,0.0222222222222222,0.0263157894736842,0,0,0,0,0,0,0.4,0
0.757575757575758,0.764705882352941,0,0,0.0222222222222222,0.0394736842105263,0,0,0,0,0,0.0121951219512195,0.6,1
0.242424242424242,0.264705882352941,0,0.0384615384615385,0.0333333333333333,0.0131578947368421,0,0,0,0,0,0,0.1429,0
0.909090909090909,0.823529411764706,0.0588235294117647,0.0769230769230769,0.183333333333333,0.131578947368421,0,0,0.125,0.00177777777777778,0.125,0.0121951219512195,0.2941,1
0.0303030303030303,0.0588235294117647,0,0,0.0388888888888889,0.0263157894736842,0,0,0,0,0,0,0.25,0
0.0606060606060606,0.0882352941176471,0.0882352941176471,0,0.0388888888888889,0.0526315789473684,0.0909090909090909,0.0909090909090909,0.0625,0.0233333333333333,0,0.024390243902439,0.5,0
0.787878787878788,0.558823529411765,0.176470588235294,0.384615384615385,0.261111111111111,0.328947368421053,0.0909090909090909,0.181818181818182,0.125,0.00666666666666667,0,0.439024390243902,0.5208,1
0.121212121212121,0.147058823529412,0.0294117647058824,0.0384615384615385,0.0166666666666667,0.0263157894736842,0.0909090909090909,0,0.0625,0.00444444444444444,0,0,0.5,0
0.515151515151515,0.529411764705882,0,0.0769230769230769,0.0111111111111111,0.0131578947368421,0,0,0,0,0,0,0.3333,1
0.272727272727273,0.294117647058824,0,0,0.0277777777777778,0.0263157894736842,0,0,0,0,0,0.024390243902439,0.3333,0
0.727272727272727,0.647058823529412,0.147058823529412,0.115384615384615,0.233333333333333,0.263157894736842,0.272727272727273,0.136363636363636,0.125,0.00555555555555556,0.125,0.219512195121951,0.4651,1
0.151515151515152,0.0588235294117647,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0
0.818181818181818,0.529411764705882,0.0882352941176471,0.0769230769230769,0.0944444444444444,0.0921052631578947,0.0909090909090909,0.0454545454545455,0.125,0.00333333333333333,0,0.0365853658536585,0.3889,1
0.636363636363636,0.411764705882353,0.0294117647058824,0.0769230769230769,0.0444444444444444,0.0394736842105263,0,0,0.0625,0.00155555555555556,0,0,0.3333,1
0.787878787878788,0.529411764705882,0.235294117647059,0.0769230769230769,0.233333333333333,0.263157894736842,0.0909090909090909,0.136363636363636,0.3125,0.00933333333333333,0,0.475609756097561,0.4651,1
0.454545454545455,0.0294117647058824,0,0.0384615384615385,0.0166666666666667,0,0,0,0,0,0.125,0,0,0
0.848484848484849,0.676470588235294,0.352941176470588,0.269230769230769,0.272222222222222,0.276315789473684,0.181818181818182,0.363636363636364,0.25,0.0117777777777778,0.25,0.146341463414634,0.42,1
0.575757575757576,0.470588235294118,0.0294117647058824,0.0769230769230769,0.0888888888888889,0.0526315789473684,0,0.0454545454545455,0,0.00133333333333333,0,0.0731707317073171,0.2353,1
0.484848484848485,0.441176470588235,0.0294117647058824,0.0384615384615385,0.0277777777777778,0.0263157894736842,0,0,0.0625,0.00155555555555556,0.125,0,0.3333,1
0.575757575757576,0.441176470588235,0.147058823529412,0.0384615384615385,0.166666666666667,0.184210526315789,0.181818181818182,0.181818181818182,0.0625,0.008,0.125,0.25609756097561,0.4516,1
0.121212121212121,0.147058823529412,0,0,0.00555555555555556,0,0,0,0,0,0,0,0,0
0.484848484848485,0.323529411764706,0.0882352941176471,0.0384615384615385,0.0722222222222222,0.105263157894737,0,0,0.1875,0.00622222222222222,0.125,0.109756097560976,0.5714,0
0.606060606060606,0.558823529411765,0.0294117647058824,0,0.0333333333333333,0.0789473684210526,0,0,0.0625,0.00133333333333333,0,0.0121951219512195,0.8571,1
0.0303030303030303,0.0294117647058824,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0
0.454545454545455,0.441176470588235,0,0.0769230769230769,0.00555555555555556,0,0,0,0,0,0,0.024390243902439,0,1
0.303030303030303,0.235294117647059,0.0588235294117647,0.0769230769230769,0.1,0.118421052631579,0,0,0.125,0.00533333333333333,0.125,0.0975609756097561,0.4737,0
0.0909090909090909,0.117647058823529,0,0,0.0111111111111111,0,0,0,0,0,0,0.0121951219512195,0,0
0.272727272727273,0.0588235294117647,0,0,0.00555555555555556,0,0,0,0,0,0,0,0,0
0.121212121212121,0.147058823529412,0,0.0769230769230769,0.0333333333333333,0.0394736842105263,0,0,0,0,0,0.0609756097560976,0.4286,0
1,1,0.352941176470588,0.5,0.288888888888889,0.368421052631579,0.272727272727273,0.409090909090909,0.1875,0.00866666666666667,0.5,0.317073170731707,0.5283,1
0.757575757575758,0.735294117647059,0.117647058823529,0.269230769230769,0.205555555555556,0.25,0.181818181818182,0.0909090909090909,0.125,0.00377777777777778,0.375,0.146341463414634,0.5,1
0.848484848484849,0.823529411764706,0.294117647058824,0.192307692307692,0.416666666666667,0.407894736842105,0.272727272727273,0.181818181818182,0.375,0.00822222222222222,0,0.0609756097560976,0.4079,1
0.727272727272727,0.735294117647059,0.0294117647058824,0.0384615384615385,0.0277777777777778,0.0394736842105263,0,0.0454545454545455,0,0.000888888888888889,0,0,0.5,1
0.606060606060606,0.558823529411765,0,0,0.0111111111111111,0.0131578947368421,0,0,0,0,0,0,0.3333,1
0.121212121212121,0.0294117647058824,0,0,0.0166666666666667,0.0131578947368421,0,0,0,0,0,0.0121951219512195,0.25,0
0.121212121212121,0.147058823529412,0.176470588235294,0,0.0666666666666667,0.131578947368421,0.181818181818182,0.136363636363636,0.1875,0.0295555555555556,0,0.109756097560976,0.7692,0
0,0.0294117647058824,0,0,0.0111111111111111,0.0263157894736842,0,0,0,0,0,0,0.6667,0
1,1,0,0.192307692307692,0.0388888888888889,0.0394736842105263,0,0,0,0,0.25,0,0.375,1
0.696969696969697,0.705882352941177,0.0294117647058824,0.0384615384615385,0.0555555555555556,0.0263157894736842,0,0,0.0625,0.000888888888888889,0,0.024390243902439,0.1818,1
0.818181818181818,0.558823529411765,0,0,0.1,0.0394736842105263,0,0,0,0,0,0.024390243902439,0.1579,1
0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,1,0
0.393939393939394,0.411764705882353,0,0.0384615384615385,0.00555555555555556,0.0131578947368421,0,0,0,0,0,0.0121951219512195,0.5,1
0.848484848484849,0.852941176470588,0.0882352941176471,0.0769230769230769,0.0611111111111111,0.0526315789473684,0,0.136363636363636,0,0.00244444444444444,0.25,0.0121951219512195,0.3333,1
0.121212121212121,0.0882352941176471,0.0294117647058824,0,0.05,0.0526315789473684,0,0.0454545454545455,0,0.00844444444444445,0,0.0731707317073171,0.4,0
0.757575757575758,0.764705882352941,0.0588235294117647,0.115384615384615,0.0833333333333333,0.118421052631579,0.0909090909090909,0.0454545454545455,0.0625,0.00177777777777778,0,0.0121951219512195,0.5625,1
0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,1,0
0.484848484848485,0.441176470588235,0,0.0384615384615385,0.0222222222222222,0.0263157894736842,0,0,0,0,0,0,0.4,1
0.636363636363636,0.294117647058824,0.0882352941176471,0.0384615384615385,0.133333333333333,0.118421052631579,0,0.136363636363636,0,0.006,0,0,0.36,0
0.666666666666667,0.441176470588235,0.0588235294117647,0.0769230769230769,0.0833333333333333,0.0657894736842105,0,0.0454545454545455,0.0625,0.00288888888888889,0,0.0975609756097561,0.3125,1
0.0303030303030303,0.0588235294117647,0,0.0384615384615385,0.0222222222222222,0.0526315789473684,0,0,0,0,0,0.0853658536585366,0.8,0
0.818181818181818,0.764705882352941,0,0.0384615384615385,0.0388888888888889,0.0263157894736842,0,0,0,0,0,0.0121951219512195,0.25,1
0.757575757575758,0.735294117647059,0.441176470588235,0.153846153846154,0.444444444444444,0.486842105263158,0.363636363636364,0.363636363636364,0.4375,0.0133333333333333,0.25,0.195121951219512,0.4568,1
0.0303030303030303,0.0294117647058824,0.0294117647058824,0,0.0111111111111111,0.0131578947368421,0,0.0454545454545455,0,0.0175555555555556,0,0,0.3333,0
0.818181818181818,0.294117647058824,0.0882352941176471,0.192307692307692,0.25,0.302631578947368,0.272727272727273,0.0909090909090909,0.0625,0.00577777777777778,0.125,0.0975609756097561,0.5,0
