"Games_Played","Games_Started","Goals","Assists","SHOTS","SHOTS_ON_TARGET","Game_Winning_Goals","HmG","RdG","G_90min","Games_Winning_Assists","OFF","Shots_on_Goals_Percent","Target"
21,15,0,3,15,2,0,0,0,0,0,0,13.33,"1"
5,4,2,1,11,3,1,2,0,0.58,0,1,27.27,"0"
21,19,0,1,18,3,0,0,0,0,0,5,16.67,"1"
3,3,0,2,10,3,0,0,0,0,1,1,30,"0"
2,0,0,0,2,0,0,0,0,0,0,0,0,"0"
14,8,1,1,13,5,0,1,0,0.12,0,2,38.46,"0"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
8,3,0,1,6,2,0,0,0,0,0,0,33.33,"0"
2,0,0,0,2,0,0,0,0,0,0,1,0,"0"
19,19,0,0,8,3,0,0,0,0,0,1,37.5,"1"
3,0,0,0,1,0,0,0,0,0,0,0,0,"0"
7,6,0,0,4,0,0,0,0,0,0,0,0,"0"
27,22,0,0,4,1,0,0,0,0,0,0,25,"1"
19,17,4,5,31,11,1,1,3,0.23,1,7,35.48,"1"
2,1,0,0,1,0,0,0,0,0,0,0,0,"0"
23,13,0,5,19,5,0,0,0,0,0,0,26.32,"1"
26,26,5,1,58,24,3,4,1,0.2,0,11,41.38,"1"
30,29,2,0,30,8,1,1,1,0.07,0,1,26.67,"1"
5,4,1,1,12,4,0,1,0,0.21,0,3,33.33,"0"
14,12,0,1,3,0,0,0,0,0,0,2,0,"0"
12,10,2,1,6,3,0,0,2,0.19,0,0,50,"0"
4,4,0,0,3,0,0,0,0,0,0,0,0,"0"
28,25,3,11,39,15,0,3,0,0.12,4,1,38.46,"1"
28,25,0,1,11,3,0,0,0,0,0,0,27.27,"1"
3,1,0,0,1,0,0,0,0,0,0,0,0,"0"
34,27,6,9,46,22,2,4,2,0.22,1,22,47.83,"1"
32,31,11,10,51,31,5,7,4,0.37,3,22,60.78,"1"
20,19,2,2,22,14,0,2,0,0.12,1,19,63.64,"1"
8,0,0,0,3,0,0,0,0,0,0,0,0,"0"
13,8,0,0,6,1,0,0,0,0,0,0,16.67,"0"
19,7,0,1,5,1,0,0,0,0,0,0,20,"0"
13,12,1,1,17,5,0,0,1,0.08,0,2,29.41,"1"
32,32,1,2,17,5,0,1,0,0.03,1,7,29.41,"1"
3,3,0,1,2,0,0,0,0,0,1,4,0,"0"
15,6,1,2,16,5,0,0,1,0.14,0,4,31.25,"0"
22,18,1,0,8,2,0,0,1,0.06,0,0,25,"1"
27,27,1,1,21,5,0,0,1,0.04,0,0,23.81,"1"
7,5,3,1,15,4,1,3,0,0.53,0,4,26.67,"0"
21,19,7,3,43,25,3,6,1,0.44,1,11,58.14,"1"
22,21,5,7,36,16,2,3,2,0.23,3,2,44.44,"1"
30,12,4,2,26,16,0,2,2,0.27,0,2,61.54,"1"
26,20,6,5,49,12,0,2,4,0.31,1,3,24.49,"1"
2,0,0,0,2,0,0,0,0,0,0,0,0,"0"
5,1,0,1,4,2,0,0,0,0,1,0,50,"0"
21,13,3,3,27,9,0,1,2,0.21,0,12,33.33,"1"
30,28,9,9,79,30,1,7,2,0.32,2,16,37.97,"1"
3,3,1,0,5,1,1,1,0,0.33,0,1,20,"0"
11,7,0,1,2,1,0,0,0,0,0,0,50,"0"
4,3,0,0,1,0,0,0,0,0,0,0,0,"0"
13,10,2,0,22,8,0,1,1,0.19,0,9,36.36,"0"
17,13,0,1,12,5,0,0,0,0,0,0,41.67,"0"
12,10,0,2,4,2,0,0,0,0,1,0,50,"0"
1,1,0,0,1,0,0,0,0,0,0,1,0,"0"
8,4,0,1,1,0,0,0,0,0,0,0,0,"0"
14,3,1,1,18,5,1,1,0,0.21,0,10,27.78,"0"
1,0,0,0,2,1,0,0,0,0,0,0,50,"0"
28,24,0,1,16,4,0,0,0,0,0,5,25,"1"
13,13,0,0,9,3,0,0,0,0,0,0,33.33,"1"
23,23,2,3,16,8,0,0,2,0.09,0,2,50,"1"
20,14,1,1,4,3,0,0,1,0.06,1,0,75,"1"
23,22,0,3,9,5,0,0,0,0,0,3,55.56,"1"
26,24,1,3,24,6,0,1,0,0.04,1,1,25,"1"
16,11,6,2,37,14,3,5,1,0.53,1,6,37.84,"0"
6,4,0,0,4,0,0,0,0,0,0,0,0,"0"
30,30,6,0,16,7,1,5,1,0.2,0,0,43.75,"1"
31,30,4,1,15,7,1,3,1,0.13,0,2,46.67,"1"
4,0,1,0,6,3,0,1,0,0.95,0,1,50,"0"
21,7,1,1,4,3,1,1,0,0.11,0,3,75,"0"
34,34,7,7,54,22,0,3,4,0.21,1,13,40.74,"1"
6,6,1,2,4,2,1,1,0,0.18,0,0,50,"0"
21,13,7,3,38,24,1,6,1,0.52,1,13,63.16,"1"
13,0,0,0,2,1,0,0,0,0,0,3,50,"0"
32,32,0,2,43,9,0,0,0,0,1,2,20.93,"1"
14,12,0,1,1,1,0,0,0,0,1,1,100,"1"
31,29,1,4,5,3,0,1,0,0.03,0,4,60,"1"
4,4,0,0,1,0,0,0,0,0,0,0,0,"0"
18,10,5,7,37,24,1,3,2,0.46,2,11,64.86,"0"
25,20,6,7,65,35,1,4,2,0.31,2,3,53.85,"1"
30,30,12,2,106,37,1,8,4,0.41,1,31,34.91,"1"
2,1,0,0,1,1,0,0,0,0,0,1,100,"0"
29,29,11,3,101,44,8,9,2,0.38,0,14,43.56,"1"
11,8,0,1,2,1,0,0,0,0,0,0,50,"0"
5,5,1,0,6,2,0,1,0,0.2,0,1,33.33,"0"
2,2,0,0,4,2,0,0,0,0,0,0,50,"0"
24,21,0,0,4,1,0,0,0,0,0,0,25,"1"
3,0,0,0,3,1,0,0,0,0,0,0,33.33,"0"
29,28,0,0,10,3,0,0,0,0,0,3,30,"1"
24,24,1,9,18,4,0,0,1,0.04,1,1,22.22,"1"
22,20,1,5,37,13,0,0,1,0.05,4,4,35.14,"1"
18,9,0,2,12,5,0,0,0,0,0,0,41.67,"0"
28,21,3,2,37,10,0,2,1,0.14,0,7,27.03,"1"
3,3,0,0,1,0,0,0,0,0,0,0,0,"0"
25,23,5,4,54,18,0,4,1,0.23,1,9,33.33,"1"
4,4,0,1,3,0,0,0,0,0,0,0,0,"0"
21,18,2,0,12,5,1,1,1,0.11,0,2,41.67,"1"
10,3,0,1,2,2,0,0,0,0,1,0,100,"0"
27,25,0,0,8,0,0,0,0,0,0,2,0,"1"
11,9,3,2,13,5,0,1,2,0.38,0,0,38.46,"0"
29,29,1,0,4,3,0,1,0,0.04,0,0,75,"1"
3,1,0,2,3,1,0,0,0,0,1,0,33.33,"0"
2,2,0,0,2,0,0,0,0,0,0,1,0,"0"
24,15,2,2,20,10,1,2,0,0.13,0,3,50,"1"
18,10,0,2,3,0,0,0,0,0,1,0,0,"0"
2,2,0,1,5,3,0,0,0,0,0,0,60,"0"
5,5,2,3,11,8,2,1,1,0.4,0,9,72.73,"0"
10,9,1,0,13,4,0,0,1,0.13,0,1,30.77,"0"
17,12,1,1,6,3,0,0,1,0.09,1,2,50,"0"
8,7,0,0,5,0,0,0,0,0,0,0,0,"0"
19,11,3,1,26,12,1,1,2,0.22,1,0,46.15,"1"
8,8,0,0,2,0,0,0,0,0,0,0,0,"0"
1,1,1,0,3,1,0,0,1,1.29,0,0,33.33,"0"
20,17,7,2,29,13,1,5,2,0.43,0,2,44.83,"1"
14,10,0,1,10,2,0,0,0,0,1,0,20,"0"
3,3,0,0,1,0,0,0,0,0,0,0,0,"0"
14,11,0,0,1,0,0,0,0,0,0,2,0,"0"
9,2,0,1,7,3,0,0,0,0,0,2,42.86,"0"
1,1,0,1,3,1,0,0,0,0,0,1,33.33,"0"
17,15,0,0,2,1,0,0,0,0,0,0,50,"1"
22,22,1,1,9,4,0,1,0,0.05,0,1,44.44,"1"
5,5,0,1,3,0,0,0,0,0,1,2,0,"0"
26,14,3,4,47,20,0,1,2,0.19,3,22,42.55,"1"
9,4,0,4,2,2,0,0,0,0,1,0,100,"0"
27,25,10,2,48,30,0,4,6,0.44,0,17,62.5,"1"
17,15,0,0,6,0,0,0,0,0,0,1,0,"1"
26,15,5,6,26,8,1,2,3,0.3,0,2,30.77,"1"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
11,6,0,1,5,2,0,0,0,0,0,0,40,"0"
5,5,2,3,7,5,0,1,1,0.39,1,1,71.43,"0"
26,25,0,0,3,1,0,0,0,0,0,1,33.33,"1"
27,25,3,13,16,5,1,2,1,0.13,5,2,31.25,"1"
27,22,11,4,39,17,4,5,6,0.65,1,4,43.59,"1"
12,8,0,0,2,1,0,0,0,0,0,0,50,"0"
23,21,6,3,40,23,1,5,1,0.32,1,9,57.5,"1"
2,2,1,0,2,1,0,1,0,0.5,0,0,50,"0"
3,1,0,0,1,0,0,0,0,0,0,0,0,"0"
10,5,0,1,2,0,0,0,0,0,0,1,0,"0"
9,6,0,0,5,1,0,0,0,0,0,0,20,"0"
19,18,2,7,49,18,0,1,1,0.12,2,9,36.73,"1"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
3,3,1,0,6,5,0,1,0,0.3,0,1,83.33,"0"
4,4,0,1,5,0,0,0,0,0,1,0,0,"0"
6,3,0,0,9,4,0,0,0,0,0,1,44.44,"0"
10,4,0,1,4,2,0,0,0,0,0,1,50,"0"
18,10,3,0,16,9,0,3,0,0.29,0,0,56.25,"0"
1,1,2,0,4,3,0,2,0,2,0,0,75,"0"
30,17,4,2,28,13,2,2,2,0.22,2,8,46.43,"1"
17,14,1,0,7,2,0,0,1,0.07,0,1,28.57,"1"
13,2,0,0,10,0,0,0,0,0,0,0,0,"0"
5,5,0,0,1,1,0,0,0,0,0,0,100,"0"
23,21,0,0,1,0,0,0,0,0,0,0,0,"1"
15,5,0,0,7,0,0,0,0,0,0,0,0,"0"
14,7,0,0,10,1,0,0,0,0,0,4,10,"0"
23,19,2,3,14,5,0,1,1,0.1,1,4,35.71,"1"
4,0,2,0,2,2,1,1,1,2.77,0,2,100,"0"
9,1,0,0,4,0,0,0,0,0,0,1,0,"0"
10,9,0,0,2,2,0,0,0,0,0,0,100,"0"
14,9,3,0,14,8,0,2,1,0.36,0,4,57.14,"0"
30,25,4,4,38,11,0,3,1,0.16,2,10,28.95,"1"
28,28,8,1,26,12,0,7,1,0.29,1,4,46.15,"1"
21,16,0,1,10,3,0,0,0,0,1,0,30,"1"
28,20,8,1,36,17,0,6,2,0.4,0,9,47.22,"1"
20,10,0,0,4,2,0,0,0,0,0,1,50,"0"
21,11,5,4,46,24,2,3,2,0.42,1,20,52.17,"0"
1,1,0,1,3,1,0,0,0,0,0,0,33.33,"0"
19,3,3,0,14,6,0,1,2,0.65,0,5,42.86,"0"
2,2,0,1,5,0,0,0,0,0,1,0,0,"0"
29,27,5,6,55,19,2,2,3,0.19,1,10,34.55,"1"
4,2,1,2,4,2,1,1,0,0.39,0,0,50,"0"
28,24,9,9,56,22,2,8,1,0.38,1,5,39.29,"1"
17,16,0,3,4,1,0,0,0,0,1,0,25,"1"
34,33,6,3,44,17,1,5,1,0.18,2,5,38.64,"1"
2,2,0,0,1,1,0,0,0,0,0,0,100,"0"
28,27,2,1,15,6,1,1,1,0.07,0,2,40,"1"
27,27,0,1,11,1,0,0,0,0,0,0,9.09,"1"
4,4,2,1,8,5,0,0,2,0.51,0,1,62.5,"0"
30,30,3,6,27,13,0,1,2,0.1,1,3,48.15,"1"
17,17,0,0,4,0,0,0,0,0,0,1,0,"1"
2,1,0,0,3,0,0,0,0,0,0,0,0,"0"
2,0,0,0,2,0,0,0,0,0,0,1,0,"0"
2,2,1,0,2,2,0,0,1,0.49,0,3,100,"0"
26,20,7,6,48,20,1,3,4,0.34,4,27,41.67,"1"
5,5,0,2,1,0,0,0,0,0,0,0,0,"0"
29,26,2,6,36,12,1,2,0,0.08,3,5,33.33,"1"
5,5,0,0,5,1,0,0,0,0,0,1,20,"0"
3,3,2,0,3,2,0,1,1,1.2,0,1,66.67,"0"
25,13,0,3,14,7,0,0,0,0,0,3,50,"1"
31,29,1,0,9,6,1,1,0,0.03,0,0,66.67,"1"
7,1,0,0,6,3,0,0,0,0,0,1,50,"0"
15,14,1,0,3,2,0,0,1,0.08,0,0,66.67,"1"
27,27,0,1,5,3,0,0,0,0,0,0,60,"1"
2,1,0,0,2,1,0,0,0,0,0,1,50,"0"
16,4,0,0,3,0,0,0,0,0,0,0,0,"0"
3,1,0,1,4,3,0,0,0,0,0,2,75,"0"
17,17,1,0,4,2,1,1,0,0.06,0,0,50,"1"
28,26,7,3,79,30,0,2,5,0.27,1,23,37.97,"1"
2,2,0,0,1,1,0,0,0,0,0,0,100,"0"
25,24,2,3,12,6,2,1,1,0.09,1,4,50,"1"
1,1,0,0,2,2,0,0,0,0,0,0,100,"0"
28,17,0,4,31,9,0,0,0,0,0,9,29.03,"1"
29,29,0,1,13,1,0,0,0,0,0,0,7.69,"1"
20,6,0,1,5,0,0,0,0,0,1,0,0,"0"
10,5,3,2,11,6,1,2,1,0.64,0,1,54.55,"0"
28,27,2,4,36,16,0,1,1,0.07,0,10,44.44,"1"
25,19,4,3,42,14,0,1,3,0.23,2,25,33.33,"1"
1,0,0,0,2,0,0,0,0,0,0,0,0,"0"
26,26,21,7,87,56,6,13,8,0.81,0,25,64.37,"1"
27,27,2,0,13,4,0,2,0,0.08,0,0,30.77,"1"
18,5,1,0,16,6,0,1,0,0.16,0,5,37.5,"0"
26,26,2,4,10,5,2,1,1,0.08,1,1,50,"1"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
5,5,0,0,3,0,0,0,0,0,0,0,0,"0"
4,2,0,0,4,1,0,0,0,0,0,4,25,"0"
2,2,1,0,2,2,0,1,0,0.5,0,4,100,"0"
5,1,0,0,3,2,0,0,0,0,0,1,66.67,"0"
14,14,0,1,8,1,0,0,0,0,1,1,12.5,"1"
3,3,0,0,3,0,0,0,0,0,0,0,0,"0"
2,1,0,0,2,0,0,0,0,0,0,0,0,"0"
29,29,3,2,16,5,0,2,1,0.11,0,0,31.25,"1"
14,13,0,0,4,0,0,0,0,0,0,0,0,"1"
12,5,0,0,9,2,0,0,0,0,0,1,22.22,"0"
13,0,0,0,2,1,0,0,0,0,0,3,50,"0"
4,1,0,0,1,0,0,0,0,0,0,0,0,"0"
3,1,0,1,3,1,0,0,0,0,1,0,33.33,"0"
12,2,0,2,5,2,0,0,0,0,0,0,40,"0"
6,0,0,0,1,1,0,0,0,0,0,0,100,"0"
19,8,6,3,37,12,1,5,1,0.61,0,14,32.43,"0"
2,2,0,0,1,0,0,0,0,0,0,0,0,"0"
24,24,2,1,19,4,1,2,0,0.09,1,1,21.05,"1"
21,17,0,2,16,7,0,0,0,0,0,4,43.75,"1"
21,21,0,3,14,3,0,0,0,0,1,1,21.43,"1"
29,25,12,5,116,39,3,4,8,0.47,4,3,33.62,"1"
31,24,4,8,44,25,0,1,3,0.17,1,15,56.82,"1"
24,24,1,6,15,6,1,1,0,0.04,1,1,40,"1"
19,18,0,5,6,2,0,0,0,0,1,0,33.33,"1"
1,1,0,0,1,1,0,0,0,0,0,0,100,"0"
28,14,4,4,40,16,0,3,1,0.25,1,10,40,"1"
32,31,2,2,31,7,0,1,1,0.06,0,0,22.58,"1"
1,0,0,0,1,0,0,0,0,0,0,0,0,"0"
4,4,0,0,1,0,0,0,0,0,0,0,0,"0"
3,2,1,1,6,3,0,1,0,0.9,1,0,50,"0"
28,24,12,3,55,32,5,7,5,0.5,0,11,58.18,"1"
24,22,3,2,30,12,1,1,2,0.15,0,7,40,"1"
10,10,0,0,4,1,0,0,0,0,0,0,25,"0"
23,12,1,3,13,3,0,0,1,0.08,0,0,23.08,"1"
3,3,1,0,7,3,1,1,0,0.3,0,2,42.86,"0"
11,5,0,1,10,4,0,0,0,0,0,6,40,"0"
22,10,0,2,10,2,0,0,0,0,0,2,20,"0"
16,8,1,1,3,2,0,1,0,0.13,0,0,66.67,"0"
9,9,3,1,28,15,1,0,3,0.33,0,8,53.57,"0"
31,22,6,6,34,17,2,2,4,0.27,3,19,50,"1"
18,12,0,2,2,0,0,0,0,0,0,0,0,"1"
5,5,1,0,6,3,0,0,1,0.2,0,0,50,"0"
1,1,0,0,1,1,0,0,0,0,0,0,100,"0"
5,3,3,0,8,6,1,1,2,1.05,0,6,75,"0"
4,0,0,0,1,0,0,0,0,0,0,0,0,"0"
27,27,0,0,5,1,0,0,0,0,0,0,20,"1"
17,9,3,2,16,7,0,2,1,0.34,1,15,43.75,"0"
26,23,0,1,2,0,0,0,0,0,1,0,0,"1"
21,11,2,3,12,3,0,1,1,0.16,1,0,25,"1"
20,7,2,0,10,4,0,1,1,0.24,0,4,40,"0"
13,8,1,2,10,3,0,1,0,0.15,1,1,30,"0"
26,18,5,1,35,19,3,5,0,0.27,1,2,54.29,"1"
10,1,1,0,3,1,0,1,0,0.67,0,3,33.33,"0"
20,17,2,0,7,4,1,2,0,0.12,0,1,57.14,"1"
18,13,0,2,4,3,0,0,0,0,0,2,75,"1"
5,1,0,0,1,0,0,0,0,0,0,0,0,"0"
23,12,3,0,31,12,1,2,1,0.23,0,10,38.71,"1"
6,3,1,0,10,5,0,1,0,0.29,0,3,50,"0"
10,4,0,1,3,0,0,0,0,0,1,0,0,"0"
18,13,1,3,34,10,0,1,0,0.08,1,0,29.41,"1"
5,4,1,1,2,1,1,1,0,0.23,0,0,50,"0"
8,4,0,0,2,0,0,0,0,0,0,0,0,"0"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
29,28,3,2,39,11,1,3,0,0.11,1,1,28.21,"1"
12,11,0,1,2,0,0,0,0,0,0,0,0,"0"
28,21,2,2,13,5,1,2,0,0.09,1,1,38.46,"1"
25,23,11,6,45,30,2,8,3,0.51,0,23,66.67,"1"
3,3,0,0,1,0,0,0,0,0,0,0,0,"0"
3,0,0,0,1,1,0,0,0,0,0,0,100,"0"
3,2,0,0,3,2,0,0,0,0,0,0,66.67,"0"
2,2,0,0,1,0,0,0,0,0,0,1,0,"0"
23,23,2,5,18,5,0,1,1,0.09,1,0,27.78,"1"
4,0,2,1,4,4,1,1,1,1.32,1,0,100,"0"
34,22,0,1,29,7,0,0,0,0,0,7,24.14,"1"
5,5,1,0,6,1,0,1,0,0.21,0,2,16.67,"0"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
1,0,0,0,2,0,0,0,0,0,0,0,0,"0"
28,24,2,4,39,10,0,1,1,0.1,0,4,25.64,"1"
5,5,0,0,4,1,0,0,0,0,0,0,25,"0"
14,9,5,11,28,14,1,1,4,0.49,2,10,50,"0"
24,17,1,2,10,3,0,0,1,0.05,1,1,30,"1"
1,0,0,0,1,0,0,0,0,0,0,0,0,"0"
32,32,21,11,93,39,7,13,8,0.67,3,21,41.94,"1"
30,26,2,8,42,21,1,0,2,0.08,3,7,50,"1"
2,2,1,1,3,1,1,1,0,0.48,0,2,33.33,"0"
16,15,1,0,8,4,0,1,0,0.07,0,1,50,"1"
23,19,7,1,29,18,2,4,3,0.38,0,24,62.07,"1"
4,4,2,1,9,6,1,2,0,0.55,0,1,66.67,"0"
28,27,0,2,7,1,0,0,0,0,1,0,14.29,"1"
31,25,12,0,48,22,3,8,4,0.54,0,20,45.83,"1"
16,16,0,0,6,4,0,0,0,0,0,0,66.67,"1"
22,11,4,1,27,10,2,2,2,0.38,1,1,37.04,"0"
27,23,14,3,72,26,3,9,5,0.63,0,12,36.11,"1"
3,3,0,0,4,0,0,0,0,0,0,3,0,"0"
31,29,3,15,95,31,1,1,2,0.11,4,2,32.63,"1"
27,22,3,2,27,9,1,1,2,0.13,1,2,33.33,"1"
27,20,2,2,19,3,1,0,2,0.1,0,1,15.79,"1"
4,4,0,0,3,2,0,0,0,0,0,0,66.67,"0"
34,34,1,1,13,6,0,1,0,0.03,0,0,46.15,"1"
3,1,1,0,2,1,1,0,1,0.9,0,1,50,"0"
3,3,0,0,3,3,0,0,0,0,0,2,100,"0"
3,0,0,0,1,0,0,0,0,0,0,0,0,"0"
28,20,1,3,24,16,1,0,1,0.05,0,6,66.67,"1"
17,10,1,2,7,2,1,1,0,0.08,1,0,28.57,"1"
16,13,0,2,3,0,0,0,0,0,2,0,0,"1"
25,24,3,10,41,20,1,2,1,0.14,3,4,48.78,"1"
2,0,1,0,3,1,0,1,0,1.2,0,3,33.33,"0"
30,29,3,1,19,10,1,2,1,0.1,0,0,52.63,"1"
3,1,0,0,2,1,0,0,0,0,0,1,50,"0"
2,0,1,0,2,1,1,1,0,4.09,0,0,50,"0"
23,23,1,1,14,8,0,0,1,0.04,0,1,57.14,"1"
10,6,0,1,8,5,0,0,0,0,1,0,62.5,"0"
6,6,0,2,6,6,0,0,0,0,0,3,100,"0"
27,27,11,5,55,21,5,5,6,0.44,0,13,38.18,"1"
29,26,2,3,35,10,0,1,1,0.08,0,4,28.57,"1"
7,7,0,0,1,0,0,0,0,0,0,0,0,"0"
15,8,0,0,13,3,0,0,0,0,0,0,23.08,"0"
1,1,0,0,2,1,0,0,0,0,0,0,50,"0"
3,3,0,0,4,1,0,0,0,0,0,0,25,"0"
21,15,0,2,9,3,0,0,0,0,1,1,33.33,"1"
9,9,0,1,4,2,0,0,0,0,0,0,50,"0"
32,30,12,9,89,40,1,5,7,0.41,2,3,44.94,"1"
5,5,4,1,15,9,1,2,2,0.8,0,2,60,"0"
16,10,1,1,12,5,1,1,0,0.09,0,3,41.67,"0"
18,14,0,0,2,1,0,0,0,0,0,0,50,"1"
31,31,1,1,15,1,1,0,1,0.03,1,0,6.67,"1"
20,16,0,1,15,2,0,0,0,0,1,0,13.33,"1"
22,17,1,2,4,3,0,1,0,0.06,0,3,75,"1"
1,1,0,0,5,0,0,0,0,0,0,0,0,"0"
3,2,1,0,4,2,0,0,1,0.41,0,1,50,"0"
31,31,0,2,20,5,0,0,0,0,0,1,25,"1"
10,8,0,0,14,4,0,0,0,0,0,4,28.57,"0"
31,23,5,4,35,20,1,4,1,0.23,0,55,57.14,"1"
5,5,0,0,4,1,0,0,0,0,0,2,25,"0"
5,2,0,2,1,1,0,0,0,0,1,1,100,"0"
6,6,0,0,1,0,0,0,0,0,0,0,0,"0"
16,16,0,1,3,2,0,0,0,0,0,0,66.67,"1"
26,26,3,9,33,9,1,1,2,0.12,5,1,27.27,"1"
2,1,0,0,2,0,0,0,0,0,0,0,0,"0"
16,15,0,0,5,2,0,0,0,0,0,1,40,"1"
7,4,0,0,2,0,0,0,0,0,0,0,0,"0"
27,27,1,1,27,12,0,1,0,0.04,1,4,44.44,"1"
33,26,13,6,86,35,1,9,4,0.47,4,15,40.7,"1"
5,3,0,0,2,0,0,0,0,0,0,0,0,"0"
17,17,0,1,4,0,0,0,0,0,1,0,0,"1"
31,22,3,3,22,9,2,1,2,0.14,2,2,40.91,"1"
10,7,0,1,2,0,0,0,0,0,0,1,0,"0"
5,2,1,0,3,1,0,1,0,0.49,0,0,33.33,"0"
24,15,4,0,15,7,2,3,1,0.26,0,0,46.67,"1"
27,18,6,1,53,19,3,6,0,0.32,1,2,35.85,"1"
10,5,0,0,2,2,0,0,0,0,0,0,100,"0"
25,23,1,0,6,3,0,0,1,0.04,0,2,50,"1"
5,1,0,0,4,1,0,0,0,0,0,0,25,"0"
11,9,1,3,19,7,1,1,0,0.12,1,0,36.84,"0"
19,19,0,1,14,3,0,0,0,0,0,1,21.43,"1"
32,27,9,9,49,28,2,4,5,0.36,0,14,57.14,"1"
1,0,0,0,1,0,0,0,0,0,0,0,0,"0"
2,2,0,0,3,0,0,0,0,0,0,0,0,"0"
2,2,0,0,1,0,0,0,0,0,0,0,0,"0"
6,6,3,4,11,4,1,3,0,0.47,2,1,36.36,"0"
18,16,0,0,2,0,0,0,0,0,0,0,0,"1"
11,1,3,0,8,7,0,1,2,0.93,0,1,87.5,"0"
8,2,0,1,3,0,0,0,0,0,0,0,0,"0"
7,2,1,0,2,1,0,1,0,0.43,0,1,50,"0"
26,25,0,2,9,2,0,0,0,0,0,0,22.22,"1"
5,5,1,0,6,2,0,1,0,0.2,0,1,33.33,"0"
30,30,1,1,5,4,0,0,1,0.03,0,0,80,"1"
14,9,0,1,5,1,0,0,0,0,0,0,20,"0"
18,13,0,0,1,0,0,0,0,0,0,1,0,"1"
2,1,0,0,3,2,0,0,0,0,0,0,66.67,"0"
23,11,0,4,18,7,0,0,0,0,1,0,38.89,"1"
26,25,0,1,5,2,0,0,0,0,0,0,40,"1"
32,24,5,9,35,9,1,3,2,0.22,2,6,25.71,"1"
5,0,0,0,1,1,0,0,0,0,0,0,100,"0"
17,12,1,0,14,4,1,1,0,0.08,0,1,28.57,"1"
11,0,0,0,2,0,0,0,0,0,0,0,0,"0"
2,2,1,0,11,4,0,0,1,0.5,0,0,36.36,"0"
31,28,8,16,41,20,5,5,3,0.3,6,2,48.78,"1"
15,7,1,2,19,8,0,1,0,0.16,0,1,42.11,"0"
8,7,0,0,1,1,0,0,0,0,0,0,100,"0"
32,29,1,1,11,3,1,0,1,0.03,0,0,27.27,"1"
26,12,0,1,13,3,0,0,0,0,0,0,23.08,"1"
20,20,2,11,45,17,0,1,1,0.1,3,1,37.78,"1"
10,8,0,1,5,3,0,0,0,0,0,0,60,"0"
29,23,4,4,38,13,2,2,2,0.16,0,3,34.21,"1"
16,11,0,3,7,3,0,0,0,0,1,2,42.86,"0"
25,21,12,4,51,26,3,8,4,0.55,0,11,50.98,"1"
10,10,0,1,7,0,0,0,0,0,0,0,0,"0"
30,30,3,1,19,6,2,3,0,0.11,1,5,31.58,"1"
20,5,1,2,12,5,0,0,1,0.13,1,0,41.67,"0"
3,1,1,0,2,2,0,0,1,1.02,0,0,100,"0"
2,2,0,0,1,1,0,0,0,0,0,2,100,"0"
27,27,0,2,4,1,0,0,0,0,0,0,25,"1"
24,16,1,3,27,6,0,0,1,0.07,0,0,22.22,"1"
10,7,0,0,9,5,0,0,0,0,0,3,55.56,"0"
12,8,0,0,1,0,0,0,0,0,0,0,0,"0"
27,25,0,2,18,6,0,0,0,0,1,4,33.33,"1"
11,10,1,1,31,12,0,0,1,0.1,0,5,38.71,"0"
5,4,0,0,4,0,0,0,0,0,0,0,0,"0"
18,13,0,2,14,1,0,0,0,0,1,0,7.14,"0"
25,25,2,2,10,5,0,1,1,0.08,0,0,50,"1"
28,12,3,1,45,15,0,2,1,0.21,0,21,33.33,"1"
14,13,9,2,61,25,2,5,4,0.7,2,11,40.98,"1"
8,8,0,1,3,0,0,0,0,0,0,0,0,"0"
26,25,1,0,8,2,0,1,0,0.04,0,3,25,"1"
3,3,1,0,8,2,1,1,0,0.33,0,0,25,"0"
6,2,0,1,5,3,0,0,0,0,0,0,60,"0"
4,2,1,0,2,1,0,0,1,0.56,0,0,50,"0"
20,15,3,0,12,6,0,2,1,0.19,0,0,50,"1"
26,22,7,0,54,28,1,5,2,0.34,0,35,51.85,"1"
3,1,0,0,1,0,0,0,0,0,0,0,0,"0"
5,5,0,0,1,0,0,0,0,0,0,0,0,"0"
30,30,2,0,8,6,0,1,1,0.07,0,0,75,"1"
29,21,8,5,61,32,2,2,6,0.37,0,11,52.46,"1"
4,1,0,0,6,1,0,0,0,0,0,0,16.67,"0"
10,5,0,0,2,0,0,0,0,0,0,0,0,"0"
3,3,0,0,8,4,0,0,0,0,0,0,50,"0"
27,20,0,0,10,1,0,0,0,0,0,1,10,"1"
29,11,5,1,39,17,1,3,2,0.38,0,13,43.59,"1"
18,17,1,2,18,6,1,1,0,0.06,0,1,33.33,"1"
1,1,0,0,3,1,0,0,0,0,0,0,33.33,"0"
2,0,0,0,3,2,0,0,0,0,0,0,66.67,"0"
10,10,0,0,5,1,0,0,0,0,0,1,20,"0"
15,14,1,0,8,3,1,1,0,0.08,0,0,37.5,"1"
21,6,2,4,28,8,0,0,2,0.22,1,5,28.57,"0"
